Place_Id,Place_Name,Description,Category,City,Price,Rating,Description_Clean,Fitur_Gabungan,Tipe_Wisata,Time_Minutes
147,Bentara Budaya Yogyakarta (BBY),"Bentara Budaya Yogyakarta adalah pusat budaya yang terletak di Yogyakarta, Indonesia. Bentara Budaya Yogyakarta dibuka pada 26 September 1982, didanai oleh Kompas Gramedia Group. Bentara Budaya Yogyakarta adalah cabang dari Bentara Budaya Jakarta, sebuah lembaga budaya yang dikelola oleh Kompas Gramedia Group yang juga memiliki beberapa pusat budaya di Jakarta, Surakarta (sebagai Balai Soedjatmoko), dan Bali.",Budaya,Yogyakarta,0,45.0,bentara budaya yogyakarta pusat budaya letak yogyakarta indonesia bentara budaya yogyakarta buka september dana kompas gramedia group bentara budaya yogyakarta cabang bentara budaya jakarta lembaga budaya kelola kompas gramedia group milik pusat budaya jakarta surakarta balai soedjatmoko bal,bentara budaya yogyakarta pusat budaya letak yogyakarta indonesia bentara budaya yogyakarta buka september dana kompas gramedia group bentara budaya yogyakarta cabang bentara budaya jakarta lembaga budaya kelola kompas gramedia group milik pusat budaya jakarta surakarta balai soedjatmoko bal budaya yogyakarta,Budaya,60
148,Goa Rancang Kencono,"Goa Rancang Kencono yang terletak di Padukuhan Menggoran, Desa Bleberan, Kecamatan Playen, Gunungkidul, Yogyakarta, merupakan salah satu goa yang yang dihuni manusia prasejarah hingga modern. Diperkirakan goa yang terletak di kawasan air terjun Sri Getuk ini sudah dihuni sejak 3000 tahun lalu. Dari buku Ragam Warisan Budaya dan Cagar Budaya Gunungkidul yang ditulis oleh Winarsih (Kepala Seksi Kepurbakalaan dan Permuseuman, Bidang Pelestarian Warisan dan Nilai Budaya, Dinas Kebudayaan Gunungkidul), Arkeologi UGM Yogyakarta pada tahun 2001 sudah pernah melakukan penelitian tersebut. Goa Rancang Kencono sudah dihuni manusia sejak 3000 tahun yang lalu dengan bukti temuan tulang manusia.",Cagar Alam,Yogyakarta,5000,43.0,goa rancang kencono letak padukuhan menggoran desa bleberan camat playen gunungkidul yogyakarta salah goa huni manusia prasejarah modern goa letak kawasan air terjun sri getuk huni tahun buku ragam waris budaya cagar budaya gunungkidul tulis winarsih kepala seksi purbakala museum bidang lestari waris nilai budaya dinas budaya gunungkidul arkeologi ugm yogyakarta tahun teliti goa rancang kencono huni manusia tahun bukti temu tulang manusia,goa rancang kencono letak padukuhan menggoran desa bleberan camat playen gunungkidul yogyakarta salah goa huni manusia prasejarah modern goa letak kawasan air terjun sri getuk huni tahun buku ragam waris budaya cagar budaya gunungkidul tulis winarsih kepala seksi purbakala museum bidang lestari waris nilai budaya dinas budaya gunungkidul arkeologi ugm yogyakarta tahun teliti goa rancang kencono huni manusia tahun bukti temu tulang manusia cagar alam yogyakarta,Goa,60
149,Goa Cerme,"Gua Cerme (bahasa Jawa: ꦒꦸꦮ​ꦕꦺꦂꦩꦺ, translit. Gua Cerme) adalah gua bersejarah dan sekaligus tempat wisata yang terletak di Dusun Srunggo, Desa Selopamioro, Kecamatan Imogiri, Kabupaten Bantul atau sekitar 20 km selatan Kota Yogyakarta. Gua Cerme memiliki panjang 1,5 km yang tembus hingga sendang di wilayah Panggang, yaitu di Dusun Ploso, Desa Giritirto, Kecamatan Purwosari, Kabupaten Gunungkidul.\nDi samping gua Cerme, di sekitarnya terdapat gua lain yang lebih kecil seperti Goa Dalang, Goa Ledek, Goa Badut dan Goa Kaum yang sering digunakan untuk bersemedi. Untuk mencapai gua, terdapat tangga setinggi 759 m. Kata cerme berasal dari kata ceramah yang mengisyaratkan pembicaraan yang dilakukan walisongo. Gua Cerme dulunya digunakan oleh para Walisongo untuk menyebarkan agama Islam di Jawa. Selain itu, Gua Cerme juga digunakan untuk membahas rencana pendirian Masjid Agung Demak. Setiap Senin atau Selasa wage, selalu diadakan upacara syukuran untuk meminta berkah kepada Tuhan.",Cagar Alam,Yogyakarta,3000,44.0,gua cerme bahasa jawa translit gua cerme gua sejarah wisata letak dusun srunggo desa selopamioro camat imogiri kabupaten bantul km selatan kota yogyakarta gua cerme milik km tembus sendang wilayah panggang dusun ploso desa giritirto camat purwosari kabupaten gunungkidul ndi samping gua cerme gua goa dalang goa ledek goa badut goa kaum bersemedi capai gua tangga cerme asal ceramah isyarat bicara walisongo gua cerme dulunya walisongo sebar agama islam jawa gua cerme bahas rencana diri masjid agung demak senin selasa wage ada upacara syukur berkah tuhan,gua cerme bahasa jawa translit gua cerme gua sejarah wisata letak dusun srunggo desa selopamioro camat imogiri kabupaten bantul km selatan kota yogyakarta gua cerme milik km tembus sendang wilayah panggang dusun ploso desa giritirto camat purwosari kabupaten gunungkidul ndi samping gua cerme gua goa dalang goa ledek goa badut goa kaum bersemedi capai gua tangga cerme asal ceramah isyarat bicara walisongo gua cerme dulunya walisongo sebar agama islam jawa gua cerme bahas rencana diri masjid agung demak senin selasa wage ada upacara syukur berkah tuhan cagar alam yogyakarta,Goa,60
150,Wisata Kraton Jogja,"Kraton Jogja adalah sebuah komplek kerajaan yang berada tepat berdiri di tengah kota Yogyakarta. Kraton yang didirikan seiring perjanjian giyanti pada tahun 1755 yang memecah Kerajaan Mataram Islam menjadi Kerajaan Ngayogyakarta Surakarta ini menyimpan keindahan arsitektur jawa yang tidak diragukan lagi, dan merupakan salah komplek istana terbaik di tanah jawa. Keindahan Kraton Jogja ini tidak terlepas dari pendirinya, yaitu Sri Sultan Hamengkubuwono I yang merupakan arsitek dari kerajaannya ini. Apabila anda sedang wisata ke Kraton Jogja maka apabila anda dari Jalan Malioboro pertama anda akan disambut oleh Gapura Pangurakan yang berasitrektur jawa kental yang bersebelahan dengan bangunan-bangunan Hindia Belanda. Setelah memasukinya anda akan memasuki Alun-alun Utara yang memiliki area yang cukup luas. Di sekelilingnya terdapat Joglo-joglo tertutup yang disebut Gedhong dan terbuka yang dinamakan Tratag. Di area ini terdapat beberapa pilihan kuliner yang sangat pas anda kunjungi sebelum anda memasuki kompleks Kraton Yogyakarta, sehingga anda tidak merasa kelaparan.",Budaya,Yogyakarta,7000,47.0,kraton jogja komplek raja diri tengah kota yogyakarta kraton diri iring janji giyanti tahun pecah raja mataram islam raja ngayogyakarta surakarta simpan indah arsitektur jawa ragu salah komplek istana baik tanah jawa indah kraton jogja lepas diri sri sultan hamengkubuwono arsitek raja wisata kraton jogja jalan malioboro sambut gapura pangurakan berasitrektur jawa kental bahan bangun bangun hindia belanda masuk pasuk alun alun utara milik area luas keliling joglo joglo tutup gedhong buka nama tratag area pilih kuliner pas kunjung pasuk kompleks kraton yogyakarta lapar,kraton jogja komplek raja diri tengah kota yogyakarta kraton diri iring janji giyanti tahun pecah raja mataram islam raja ngayogyakarta surakarta simpan indah arsitektur jawa ragu salah komplek istana baik tanah jawa indah kraton jogja lepas diri sri sultan hamengkubuwono arsitek raja wisata kraton jogja jalan malioboro sambut gapura pangurakan berasitrektur jawa kental bahan bangun bangun hindia belanda masuk pasuk alun alun utara milik area luas keliling joglo joglo tutup gedhong buka nama tratag area pilih kuliner pas kunjung pasuk kompleks kraton yogyakarta lapar budaya yogyakarta,Budaya,60
151,Desa Wisata Kelor,"Desa wisata Kelor merupakan salah satu desa yang ada di kabupaten Sleman yang saat ini sedang dikembangkan menjadi desa wisata. Desa wisata Kelor ini menawarkan suasana pedesaan yang penduduknya bermata pencaharian sebagai petani, peternak, dan budidaya jamur. Banyak tanaman hijau yang membentang luas dengan pemandangan alam yang asri. Desa wisata Kelor ini memiliki masyarakat yang ramah dan memiliki lingkungan desa yang sangat nyaman. Desa Kelor ini juga memiliki sungai, dan air di sungai tersebut masih jernih dan indah.",Taman Hiburan,Yogyakarta,0,44.0,desa wisata kelor salah desa kabupaten sleman kembang desa wisata desa wisata kelor tawar suasana desa duduk mata cahari tani ternak budidaya jamur tanam hijau bentang luas pandang alam asri desa wisata kelor milik masyarakat ramah milik lingkung desa nyaman desa kelor milik sungai air sungai jernih indah,desa wisata kelor salah desa kabupaten sleman kembang desa wisata desa wisata kelor tawar suasana desa duduk mata cahari tani ternak budidaya jamur tanam hijau bentang luas pandang alam asri desa wisata kelor milik masyarakat ramah milik lingkung desa nyaman desa kelor milik sungai air sungai jernih indah taman hiburan yogyakarta,Taman Hiburan,60
152,Pantai Patihan,"Pantai ini terletak di daerah Srigading, Sanden dan cukup dekat dengan Pantai Goa Cemara. Tempatnya juga asyik banget buat foto-foto, nggak beda jauh dengan Pandasari.",Bahari,Yogyakarta,5000,41.0,pantai letak daerah srigading sanden pantai goa cemara tempat asyik banget foto foto nggak beda pandasari,pantai letak daerah srigading sanden pantai goa cemara tempat asyik banget foto foto nggak beda pandasari bahari yogyakarta,Pantai/Bahari,60
153,Pantai Kukup,"Pantai Kukup adalah salah satu pantai yang memiliki hamparan pasir putih yang terkenal di Kabupaten Gunung Kidul, Yogyakarta. Selain memiliki pemandangan pantai yang cantik, pantai ini juga memberikan keunikan tersendiri. Di pantai ini terdapat pulau Karang yang menjadi daya tarik utama bagi para wisatawan lokal atau mancanegara. Karena di pulau Karang ini para wisatawan dapat menikmati keindahan pantai yang sangat menawan. Pantai cantik ini berada di sebelah timurnya Pantai Baron, kurang lebih berjarak sekitar 1 km. Tepatnya berada di Desa Kemadang, Kecamatan Tanjungsari, Kabupaten Gunung Kidul, Yogyakarta. Pantai Kukup ini masih dalam satu barisan dengan Pantai Baron, Pantai Krakal, Pantai Sundak, Pantai Sepanjang dan pantai-pantai lainnya. Jarak dari Kota Jogja ke pantai ini sekitar 40 km sedangkan jarak dari Kota Wonosari sekitar 25 km.",Bahari,Yogyakarta,10000,4.0,pantai kukup salah pantai milik hampar pasir putih kenal kabupaten gunung kidul yogyakarta milik pandang pantai cantik pantai uni sendiri pantai pulau karang daya tarik utama wisatawan lokal mancanegara pulau karang wisatawan nikmat indah pantai tawan pantai cantik belah timur pantai baron jarak km tepat desa madang camat tanjungsari kabupaten gunung kidul yogyakarta pantai kukup baris pantai baron pantai krakal pantai sundak pantai pantai pantai jarak kota jogja pantai km jarak kota wonosari km,pantai kukup salah pantai milik hampar pasir putih kenal kabupaten gunung kidul yogyakarta milik pandang pantai cantik pantai uni sendiri pantai pulau karang daya tarik utama wisatawan lokal mancanegara pulau karang wisatawan nikmat indah pantai tawan pantai cantik belah timur pantai baron jarak km tepat desa madang camat tanjungsari kabupaten gunung kidul yogyakarta pantai kukup baris pantai baron pantai krakal pantai sundak pantai pantai pantai jarak kota jogja pantai km jarak kota wonosari km bahari yogyakarta,Pantai/Bahari,60
154,Pantai Ngrawe (Mesra),"Kabupaten Gunungkidul jadi salah satu wilayah di Yogyakarta dengan koleksi pantai terbanyak. Tak terhitung jumlah pantai yang ada di sepanjang pesisir selatannya. Ada yang tetap alami, ada juga yang sengaja mendapat sentuhan agar lebih apik. Salah satunya adalah Pantai Ngrawe yang terletak di Kemadang, Gunungkidul. Sebagai pantai wisata, pantai yang juga terkenal dengan Pantai Mesra ini populer berkat kekuatan media sosial. Sementara pantai lainnya menawarkan keindahan alami, Pantai Ngrawe justru menyajikan konsep “taman” yang tidak biasa. Tertarik untuk mencoba berwisata di taman pinggir pantai? Pantai ini bisa jadi pilihan yang tepat!",Bahari,Yogyakarta,10000,45.0,kabupaten gunungkidul salah wilayah yogyakarta koleksi pantai hitung pantai pesisir selatan alami sengaja sentuh apik salah satu pantai ngrawe letak madang gunungkidul pantai wisata pantai kenal pantai mesra populer berkat kuat media sosial pantai tawar indah alami pantai ngrawe saji konsep taman tarik coba wisata taman pinggir pantai pantai pilih,kabupaten gunungkidul salah wilayah yogyakarta koleksi pantai hitung pantai pesisir selatan alami sengaja sentuh apik salah satu pantai ngrawe letak madang gunungkidul pantai wisata pantai kenal pantai mesra populer berkat kuat media sosial pantai tawar indah alami pantai ngrawe saji konsep taman tarik coba wisata taman pinggir pantai pantai pilih bahari yogyakarta,Pantai/Bahari,60
155,Pantai Ngobaran,"Pantai Ngobaran merupakan salah satu tempat wisata alam yang terletak di gugusan laut pantai selatan tepatnya di Desa Kanigoro, kecamatan Saptosari Kabupaten Gunungkidul Daerah Istimewa Yogyakarta 2 km dari pantai Ngrenehan.\nPantai ini sangat indah jika air surut maka tampaklah kolam kolam kecil yang terbentuk dari karang karang yang tertutp oleh alga (rumput laut yang hijau sebagai bahan baku kosmetik) dan terdapat banyak biota laut lainnya yang mungkin terjebak di kolam karang tersebut. Hal inilah yang menopanng kehidupan nelayan darat yakni para nelayan yang tidak memerlukan kapal atau perahu untuk mendapatkan hasil laut cukup beraktivitas dipinggir pantai. Biota laut yang sering di dapat adalah Lobster, landak laut, kerang-kerangan, bintang laut dan rumput laut itu sendiri tentunya .",Bahari,Yogyakarta,5000,46.0,pantai ngobaran salah wisata alam letak gugus laut pantai selatan tepat desa kanigoro camat saptosari kabupaten gunungkidul daerah istimewa yogyakarta km pantai ngrenehan npantai indah air surut tampak kolam kolam bentuk karang karang tertutp alga rumput laut hijau bahan baku kosmetik biota laut jebak kolam karang menopanng hidup nelayan darat nelayan kapal perahu hasil laut aktivitas pinggir pantai biota laut lobster landak laut kerang kerang bintang laut rumput laut,pantai ngobaran salah wisata alam letak gugus laut pantai selatan tepat desa kanigoro camat saptosari kabupaten gunungkidul daerah istimewa yogyakarta km pantai ngrenehan npantai indah air surut tampak kolam kolam bentuk karang karang tertutp alga rumput laut hijau bahan baku kosmetik biota laut jebak kolam karang menopanng hidup nelayan darat nelayan kapal perahu hasil laut aktivitas pinggir pantai biota laut lobster landak laut kerang kerang bintang laut rumput laut bahari yogyakarta,Pantai/Bahari,60
156,Pantai Pulang Sawal,"Pantai Pulang Sawal yang ada di Kecamatan Tepus bisa dicoba. Wisatawan lebih akrab dengan nama Indrayanti untuk merujuk pantai ini. Tidak hanya pengunjung lokal, wisatawan mancanegara pun terpikat dengan pesonanya.",Bahari,Yogyakarta,10000,45.0,pantai pulang sawal camat tepus coba wisatawan akrab nama indrayanti rujuk pantai unjung lokal wisatawan mancanegara pikat pesona,pantai pulang sawal camat tepus coba wisatawan akrab nama indrayanti rujuk pantai unjung lokal wisatawan mancanegara pikat pesona bahari yogyakarta,Pantai/Bahari,60
157,Pantai Baron,"Pantai Baron adalah salah satu objek wisata berupa pantai yang terletak di Desa Kemadang, Kecamatan Tanjungsari, Kabupaten Gunungkidul. Lokasi Pantai Baron dapat ditempuh 40 km daeri pusat kota Yogyakarta. Asal mula nama Pantai Baron berasal dari nama seorang bangsawan asal Belanda yang bernama Baron Skeber. Bangsawan tersebut pernah mendaratkan kapalnya di pantai selatan tepatnya di pantai yang saat ini terkenal dengan sebutan Pantai Baron. Jalan menuju objek wisata Pantai Baron cukup baik untuk dilalui kendaraan pribadi, sepeda motor dan bus.Objek wisata Pantai Baron merupakan pantai yang membentuk cekungan. Seperti pantai lainnya, di Pantai Baron tersedia aneka ikan laut beserta olahannya. Ikan yang biasanya dijual di Pantai Baron adalah udang windu, kakap, bawal putih dan tongkol. Pantai Baron memiliki fasilitas berupa tempat pelelangan ikan, wahana permainan anak-anak, perahu bermesin, dan toko cenderamata. Buah sirkaya, pisang tanduk, sirsak, dan berbagai macam cenderamata yang terbuat dari kerang laut. Cenderamata berbahan kerang yang banyak dijual di Pantai Baron adalah bros, tirai kerang, lampu hias, cermin berhias karang, figura, dan aneka karakter hewan yang juga terbuat dari kerang laut.Upacara sedekah laut adalah upacara yang masih sering dilakukan oleh masyarakat Gunungkidul. Pantai Baron adalah salah satu tempat untuk menyelenggarakan upacara sedekah laut tersebut. Upacara sedekah laut diselenggarakan setiap tanggal satu Syuro dalam penanggalan Jawa. Upacara sedekah laut dilakukan sebagai ungkapan rasa syukur penduduk setempat atas melimpahnya tangkapan ikan di Pantai Baron. Awalnya, sebagaian besar penduduk di sekitar Pantai Baron bukanlah nelayan melainkan petani yang mengolah kebun. Suatu ketika ada seseorang yang memulai menangkap ikan di pinggiran pantai dan mendapatkan banyak ikan, kemudian banyak penduduk yang mengikuti orang tersebut untuk menangkap ikan. Semakin lama, ikan di pinggir pantai semakin sedikit kemudian penduduk mencoba menangkap ikan ketengah laut menggunakan rakit kayu. Adanya kapal di pantai ini karena suatu ketika terjadi tragedi nelayan yang saat menangkap ikan di tengah laut digigit oleh ikan hiu maka kabar ini pun tersiar di mana-mana dan menjadikan pemerintah menyumbangkan perahu untuk nelayan Pantai Baron.Keunikan Pantai Baron adalah adanya sunga bawah tanah yang mengalir cukup deras ke arah lautan. Sungai bawah tanah tersebut mengalir ke arah laut dan membentuk sebuah sungai. Uniknya sungai bawah tanah yang ada di Pantai Baron adalah rasa airnya yang tawar meskipun berada sangat dekat dengan laut. Pengunjung yang tidak berani bermain dan berenang di laut dapat bermain air dan berenang dialiran sungai bawah tanah tersebut. Pemandangan lain yang ada di Pantai Baron adalah sebuah bukit yang berada di sekitar pantai. Pengunjung dapat menikmati keindahan pantai dari atas bukit tersebut.",Bahari,Yogyakarta,10000,44.0,pantai baron salah objek wisata pantai letak desa madang camat tanjungsari kabupaten gunungkidul lokasi pantai baron tempuh km daeri pusat kota yogyakarta nama pantai baron asal nama bangsawan belanda nama baron skeber bangsawan darat kapal pantai selatan tepat pantai kenal sebut pantai baron jalan objek wisata pantai baron kendara pribadi sepeda motor bus objek wisata pantai baron pantai bentuk cekung pantai pantai baron sedia aneka ikan laut serta olah ikan jual pantai baron udang windu kakap bawal putih tongkol pantai baron milik fasilitas lelang ikan wahana main anak anak perahu mesin toko cenderamata buah sirkaya pisang tanduk sirsak cenderamata buat kerang laut cenderamata bahan kerang jual pantai baron bros tirai kerang lampu hias cermin hias karang figura aneka karakter hewan buat kerang laut upacara sedekah laut upacara masyarakat gunungkidul pantai baron salah selenggara upacara sedekah laut upacara sedekah laut selenggara tanggal syuro tanggal jawa upacara sedekah laut ungkap syukur duduk limpah tangkap ikan pantai baron bagai duduk pantai baron nelayan tani olah kebun tangkap ikan pinggir pantai ikan duduk ikut tangkap ikan ikan pinggir pantai duduk coba tangkap ikan tengah laut rakit kayu kapal pantai tragedi nelayan tangkap ikan tengah laut gigit ikan hiu kabar siar jadi perintah sumbang perahu nelayan pantai baron uni pantai baron sunga tanah alir deras arah laut sungai tanah alir arah laut bentuk sungai unik sungai tanah pantai baron air tawar laut unjung berani main renang laut main air renang alir sungai tanah pandang pantai baron bukit pantai unjung nikmat indah pantai bukit,pantai baron salah objek wisata pantai letak desa madang camat tanjungsari kabupaten gunungkidul lokasi pantai baron tempuh km daeri pusat kota yogyakarta nama pantai baron asal nama bangsawan belanda nama baron skeber bangsawan darat kapal pantai selatan tepat pantai kenal sebut pantai baron jalan objek wisata pantai baron kendara pribadi sepeda motor bus objek wisata pantai baron pantai bentuk cekung pantai pantai baron sedia aneka ikan laut serta olah ikan jual pantai baron udang windu kakap bawal putih tongkol pantai baron milik fasilitas lelang ikan wahana main anak anak perahu mesin toko cenderamata buah sirkaya pisang tanduk sirsak cenderamata buat kerang laut cenderamata bahan kerang jual pantai baron bros tirai kerang lampu hias cermin hias karang figura aneka karakter hewan buat kerang laut upacara sedekah laut upacara masyarakat gunungkidul pantai baron salah selenggara upacara sedekah laut upacara sedekah laut selenggara tanggal syuro tanggal jawa upacara sedekah laut ungkap syukur duduk limpah tangkap ikan pantai baron bagai duduk pantai baron nelayan tani olah kebun tangkap ikan pinggir pantai ikan duduk ikut tangkap ikan ikan pinggir pantai duduk coba tangkap ikan tengah laut rakit kayu kapal pantai tragedi nelayan tangkap ikan tengah laut gigit ikan hiu kabar siar jadi perintah sumbang perahu nelayan pantai baron uni pantai baron sunga tanah alir deras arah laut sungai tanah alir arah laut bentuk sungai unik sungai tanah pantai baron air tawar laut unjung berani main renang laut main air renang alir sungai tanah pandang pantai baron bukit pantai unjung nikmat indah pantai bukit bahari yogyakarta,Pantai/Bahari,60
158,Pantai Pok Tunggal,"Pantai Pok Tunggal atau biasa disebut ""the hidden paradise"" (surga yang tersembunyi) adalah salah satu objek wisata yang ada di Yogyakarta tepatnya di Desa Tepus, Tepus, Gunung Kidul, Yogyakarta. Jika dihitung dari kota, maka jarak tempuhnya sejauh 80 km atau sekitar 2 jam perjalanan.\nNama Pantai Pok Tunggal diambil karena dipantai tersebut terdapat sebuah pohon duras tua yang berdiri kokoh hingga saat ini. Pantai ini dikelilingi oleh tebing perbukitan karst. Terdapat tebing-tebing karang yang ditumbuhi oleh pepohonan yang lebat dan didalamnya dihuni oleh kera-kera yang jinak. Uniknya, pantai ini memiliki aliran sungai air tawar dibawah tanah yang menjadi sumber kehidupan bagi masyarakat sekitar pantai. Layaknya pantai selatan lainnya, Pantai Pok Tunggal memiliki pasir putih yang halus dan membentang sepanjang pantai. Sampai saat ini Pantai Pok Tunggal masih terjaga kebersihan dan kealamiannya.\nPantai ini sangat ramai dikunjungi baik saat liburan maupun saat hari biasa. Terdapat banyak sekali aktivitas-aktivitas yang ditawarkan di Pantai Pok Tunggal, seperti diving, snorkeling, berenang, berkemah, berfoto di spot-spot foto yang indah, hingga aktivitas ekstrem seperti rock climbing.",Bahari,Yogyakarta,10000,45.0,pantai pok tunggal the hidden paradise surga sembunyi salah objek wisata yogyakarta tepat desa tepus tepus gunung kidul yogyakarta hitung kota jarak tempuh km jam jalan nnama pantai pok tunggal ambil pantai pohon duras tua diri kokoh pantai keliling tebing bukit karst tebing tebing karang tumbuh pohon lebat dalam huni kera kera jinak unik pantai milik alir sungai air tawar bawah tanah sumber hidup masyarakat pantai layak pantai selatan pantai pok tunggal milik pasir putih halus bentang pantai pantai pok tunggal jaga bersih alami npantai ramai kunjung libur aktivitas aktivitas tawar pantai pok tunggal diving snorkeling renang kemah foto spot spot foto indah aktivitas ekstrem rock climbing,pantai pok tunggal the hidden paradise surga sembunyi salah objek wisata yogyakarta tepat desa tepus tepus gunung kidul yogyakarta hitung kota jarak tempuh km jam jalan nnama pantai pok tunggal ambil pantai pohon duras tua diri kokoh pantai keliling tebing bukit karst tebing tebing karang tumbuh pohon lebat dalam huni kera kera jinak unik pantai milik alir sungai air tawar bawah tanah sumber hidup masyarakat pantai layak pantai selatan pantai pok tunggal milik pasir putih halus bentang pantai pantai pok tunggal jaga bersih alami npantai ramai kunjung libur aktivitas aktivitas tawar pantai pok tunggal diving snorkeling renang kemah foto spot spot foto indah aktivitas ekstrem rock climbing bahari yogyakarta,Pantai/Bahari,60
159,Hutan Pinus Asri,"Hampir semua kawasan di daerah Dlingo dan sekitarnya banyak ditumbuhi pohon pinus. Salah satunya adalah kawasan Hutan Pinus Asri yang ada di Dusun Karangasem. Karena keindahannya, tak heran jika banyak wisatawan datang untuk berfoto. Udara sejuk berkolaborasi dengan jajaran pohon pinus nan indah. Jika diperhatikan, pemandangan pohon pinus ini terlihat seperti pemandangan di Northwest Pacific. Apalagi, kabut tipis di pagi hari menyelimuti dengan tenangnya.",Cagar Alam,Yogyakarta,2500,45.0,kawasan daerah dlingo tumbuh pohon pinus salah satu kawasan hutan pinus asri dusun karangasem indah heran wisatawan foto udara sejuk kolaborasi jajar pohon pinus nan indah perhati pandang pohon pinus pandang northwest pacific kabut tipis pagi limut tenang,kawasan daerah dlingo tumbuh pohon pinus salah satu kawasan hutan pinus asri dusun karangasem indah heran wisatawan foto udara sejuk kolaborasi jajar pohon pinus nan indah perhati pandang pohon pinus pandang northwest pacific kabut tipis pagi limut tenang cagar alam yogyakarta,Kebun/Taman,60
160,Pasar Kebon Empring Bintaran,"Pasar Kebon Empring merupakan salah satu objek wisata di Kecamatan Piyungan yang menawarkan kuliner tradisional seperti sego atau nasi wader, jangan lombok, sego lele, sego welut, sego wiwit, tengkleng, sego mentel, geblek hingga dawet batok dan seruni. Harga yang ditawarkan relatif murah, mulai dari Rp3.000 sampai Rp17.000. Pasar Kebon Pring mulai dibuka untuk kunjungan wisatawan pada 17 Mei 2018. Dinamakan Pasar Kebon Empring karena hampir sekeliling objek wisata tersebut adalah pohon bambu atau empring dalam bahasa jawa. Lokasi tersebut mulai menjadi objek wisata awalnya karena banyak orang yang berswafoto di jembatan Kali Gawe dalam lokasi pasar Kebon Empring. Setelah jembatan Kali Gawe diresmikan pada Februari 2018, empat bulan kemudian warga setempat memanfaatkannya dan mengembangkan menjadi lokasi wisata dengan menambah sarana dan prasarana penunjang wisata seperti taman, destinasi swafoto, bale di atas Kali Gawe.",Pusat Perbelanjaan,Yogyakarta,0,44.0,pasar kebon empring salah objek wisata camat piyungan tawar kuliner tradisional sego nasi wader lombok sego lele sego welut sego wiwit tengkleng sego tel geblek dawet batok seruni harga tawar relatif murah rp rp pasar kebon pring buka kunjung wisatawan mei nama pasar kebon empring keliling objek wisata pohon bambu empring bahasa jawa lokasi objek wisata berswafoto jembatan gawe lokasi pasar kebon empring jembatan gawe resmi februari warga manfaat kembang lokasi wisata tambah sarana prasarana tunjang wisata taman destinasi swafoto bale gawe,pasar kebon empring salah objek wisata camat piyungan tawar kuliner tradisional sego nasi wader lombok sego lele sego welut sego wiwit tengkleng sego tel geblek dawet batok seruni harga tawar relatif murah rp rp pasar kebon pring buka kunjung wisatawan mei nama pasar kebon empring keliling objek wisata pohon bambu empring bahasa jawa lokasi objek wisata berswafoto jembatan gawe lokasi pasar kebon empring jembatan gawe resmi februari warga manfaat kembang lokasi wisata tambah sarana prasarana tunjang wisata taman destinasi swafoto bale gawe pusat perbelanjaan yogyakarta,Pusat Perbelanjaan,60
161,"Bukit Paralayang, Watugupit","Bukit Paralayang Parangtritis merupakan tempat wisata di Yogyakarta, tempat ini mensajikan pemandangan pantai parangtritis dari atas bukit dengan ketinggian 900 mdpl dan pemandangan matahari terbenam. selain itu di bukit paralayang parangtritis terdapat olahraga ekstrem paralayang, bagi wisatawan yang tertarik,terdapat ahli yang mendampingi. Awalnya bukit ini hanya perbukitan biasa. Kemudian pada tahun 1991 dibuat landasan beton pertama yang digunakan untuk olahraga paralayang. Kemudian dilanjutkan pembangunan fasilitas pendopo, tangga, dan area parkir pada tahun 1998",Cagar Alam,Yogyakarta,5000,47.0,bukit paralayang parangtritis wisata yogyakarta saji pandang pantai parangtritis bukit tinggi mdpl pandang matahari benam bukit paralayang parangtritis olahraga ekstrem paralayang wisatawan tarik ahli damping bukit bukit tahun landas beton olahraga paralayang lanjut bangun fasilitas pendopo tangga area parkir tahun,bukit paralayang parangtritis wisata yogyakarta saji pandang pantai parangtritis bukit tinggi mdpl pandang matahari benam bukit paralayang parangtritis olahraga ekstrem paralayang wisatawan tarik ahli damping bukit bukit tahun landas beton olahraga paralayang lanjut bangun fasilitas pendopo tangga area parkir tahun cagar alam yogyakarta,Gunung/Bukit,60
